Date,Close/Last,Volume,Open,High,Low,Close_difference,Impact
2011-09-28,14.1789,429240668,14.2925,14.4193,14.1611,-0.08039999999999914,0
2011-09-29,13.9489,650588140,14.3543,14.3646,13.7932,-0.23000000000000043,0
2011-09-30,13.6186,547499181,13.8257,13.8889,13.6136,-0.33029999999999937,0
2011-10-03,13.3786,667890173,13.5846,13.6657,13.3275,-0.2400000000000002,0
2011-10-04,13.3036,1232322347,13.3775,13.6357,12.6514,-0.07500000000000107,0
2011-10-05,13.5089,784640886,13.1379,13.565,12.8679,0.20530000000000115,1
2011-10-06,13.4775,811502115,13.3332,13.7421,13.2787,-0.03140000000000143,0
2011-10-07,13.2071,535396186,13.4207,13.4907,13.1603,-0.27039999999999864,0
2011-10-10,13.8861,440563864,13.5389,13.8861,13.5075,0.6790000000000003,1
2011-10-11,14.2961,604751598,14.0204,14.3993,13.9821,0.40999999999999837,1
2011-10-12,14.3639,621349711,14.5479,14.6161,14.2907,0.06780000000000008,1
2011-10-13,14.5868,423097191,14.4636,14.5868,14.3875,0.222900000000001,1
2011-10-14,15.0714,571689491,14.8868,15.0714,14.8311,0.48460000000000036,1
2011-10-17,14.9996,684691286,15.0621,15.2393,14.855,-0.07180000000000142,0
2011-10-18,15.08,852923899,15.0629,15.1717,14.8568,0.08040000000000092,1
2011-10-19,14.2364,1102697799,14.3339,14.5864,14.2071,-0.8436000000000003,0
2011-10-20,14.1182,548896380,14.2857,14.2982,14.0789,-0.11819999999999986,0
2011-10-21,14.0311,619773592,14.2179,14.255,13.9554,-0.08709999999999951,0
2011-10-24,14.4918,501723399,14.1493,14.5179,14.1214,0.4606999999999992,1
2011-10-25,14.2061,429731508,14.4654,14.5196,14.1921,-0.2857000000000003,0
2011-10-26,14.3071,455538818,14.3486,14.3768,14.0411,0.10100000000000087,1
2011-10-27,14.4532,493985042,14.5557,14.6071,14.3532,0.14610000000000056,1
2011-10-28,14.4625,322160311,14.3929,14.5125,14.3754,0.009299999999999642,1
2011-10-31,14.4564,385342846,14.3721,14.6189,14.3232,-0.006099999999999994,0
2011-11-01,14.1611,531078588,14.1932,14.2679,14.0436,-0.295300000000001,0
2011-11-02,14.1932,326878589,14.2889,14.3014,14.1111,0.032099999999999795,1
2011-11-03,14.3954,441116864,14.2525,14.4071,14.12,0.20220000000000127,1
2011-11-04,14.2943,301299759,14.3582,14.4086,14.2557,-0.10110000000000063,0
2011-11-07,14.2761,269645380,14.2825,14.2857,14.1475,-0.018200000000000216,0
2011-11-08,14.5082,399592880,14.3646,14.5714,14.3414,0.23210000000000086,1
2011-11-09,14.1171,557542777,14.1775,14.3175,14.0796,-0.3910999999999998,0
2011-11-10,13.7579,744444382,14.1796,14.1861,13.6482,-0.3592000000000013,0
2011-11-11,13.7364,653277539,13.8075,13.8821,13.5807,-0.02149999999999963,0
2011-11-14,13.545,432728347,13.6971,13.7589,13.5071,-0.1913999999999998,0
2011-11-15,13.8868,430459508,13.6,13.9107,13.5518,0.3417999999999992,1
2011-11-16,13.7418,348410301,13.9018,13.9693,13.7257,-0.14499999999999957,0
2011-11-17,13.4789,479673408,13.7136,13.735,13.4107,-0.26290000000000013,0
2011-11-18,13.3907,371858051,13.5329,13.5711,13.3886,-0.08819999999999872,0
2011-11-21,13.1789,447351061,13.2286,13.2743,13.0682,-0.2118000000000002,0
2011-11-22,13.4468,408806836,13.2507,13.4975,13.2479,0.26789999999999914,1
2011-11-23,13.1068,428044789,13.3754,13.4229,13.1029,-0.33999999999999986,0
2011-11-25,12.9846,254759102,13.1579,13.2554,12.9757,-0.12219999999999942,0
2011-11-28,13.4329,346155742,13.2982,13.4543,13.2261,0.4482999999999997,1
2011-11-29,13.3286,375485730,13.4229,13.5296,13.2214,-0.10430000000000028,0
2011-11-30,13.65,405011718,13.6175,13.6527,13.5107,0.3214000000000006,1
2011-12-01,13.8546,383430447,13.6621,13.8929,13.5982,0.20459999999999923,1
2011-12-02,13.9179,378896688,13.9225,14.0582,13.8779,0.06329999999999991,1
2011-12-05,14.0361,357027857,14.0532,14.1575,13.9424,0.11819999999999986,1
2011-12-06,13.9625,283366607,14.0182,14.0939,13.9064,-0.073599999999999,0
2011-12-07,13.8961,304576038,13.9261,13.9621,13.813,-0.06639999999999979,0
2011-12-08,13.9521,375841610,13.9804,14.125,13.9368,0.05599999999999916,1
2011-12-09,14.0579,296706081,14.0304,14.0729,13.9654,0.10580000000000034,1
2011-12-12,13.9943,299021120,13.9886,14.0679,13.9089,-0.06359999999999921,0
2011-12-13,13.8861,338480385,14.0357,14.1214,13.825,-0.10820000000000007,0
2011-12-14,13.5782,405827078,13.8107,13.835,13.4886,-0.30790000000000006,0
2011-12-15,13.5336,256146894,13.6904,13.705,13.5111,-0.04460000000000086,0
2011-12-16,13.6079,421165192,13.5843,13.7196,13.5561,0.07430000000000092,1
2011-12-19,13.6504,234328658,13.6596,13.7446,13.5886,0.04249999999999865,1
2011-12-20,14.1411,336602425,13.8486,14.1464,13.8307,0.49070000000000036,1
2011-12-21,14.1588,261906295,14.1675,14.1893,14.0004,0.017699999999999605,1
2011-12-22,14.2339,201597763,14.1786,14.2546,14.1464,0.07510000000000083,1
2011-12-23,14.4046,269325564,14.2746,14.4139,14.2677,0.17070000000000007,1
2011-12-27,14.5189,264936538,14.3964,14.6104,14.3936,0.11430000000000007,1
2011-12-28,14.38,228407613,14.5318,14.5804,14.3336,-0.13889999999999958,0
2011-12-29,14.4686,215096950,14.4071,14.4875,14.3039,0.08859999999999957,1
2011-12-30,14.4643,179602260,14.4111,14.51,14.4104,-0.004300000000000637,0
2012-01-03,14.6868,301904279,14.6214,14.7321,14.6071,0.22250000000000014,1
2012-01-04,14.7657,258811820,14.6429,14.81,14.6171,0.07890000000000086,1
2012-01-05,14.9296,270425712,14.8196,14.9482,14.7382,0.16389999999999993,1
2012-01-06,15.0857,318155753,14.9918,15.0982,14.9721,0.15609999999999857,1
2012-01-09,15.0618,393356163,15.1964,15.2768,15.0482,-0.023899999999999366,0
2012-01-10,15.1157,257897593,15.2111,15.2143,15.0536,0.0539000000000005,1
2012-01-11,15.0911,214956222,15.0957,15.1018,14.9754,-0.02459999999999951,0
2012-01-12,15.0496,212500567,15.0814,15.1036,14.9554,-0.04150000000000098,0
2012-01-13,14.9932,225785414,14.9893,15.0161,14.9521,-0.056400000000000006,0
2012-01-17,15.1679,242358999,15.15,15.2139,15.1057,0.17469999999999963,1
2012-01-18,15.3254,275439306,15.2486,15.3382,15.225,0.15750000000000064,1
2012-01-19,15.2768,260603988,15.3625,15.406,15.2325,-0.04860000000000042,0
2012-01-20,15.0107,412246355,15.2675,15.2679,14.9911,-0.2660999999999998,0
2012-01-23,15.2646,304648558,15.0954,15.3018,15.0821,0.2538999999999998,1
2012-01-24,15.0146,510900396,15.1822,15.1822,14.9839,-0.25,0
2012-01-25,15.9521,956998177,16.23,16.2304,15.8475,0.9375,1
2012-01-26,15.8796,323652151,16.0129,16.0282,15.8264,-0.07249999999999979,0
2012-01-27,15.9743,299608280,15.8693,16.0171,15.8489,0.09469999999999956,1
2012-01-30,16.1789,378507209,15.9182,16.2107,15.9068,0.20459999999999923,1
2012-01-31,16.3029,391497243,16.2711,16.3657,16.1811,0.12400000000000233,1
2012-02-01,16.2925,269077484,16.3718,16.3925,16.2696,-0.010400000000000631,0
2012-02-02,16.2543,186460101,16.2821,16.3275,16.2136,-0.03819999999999979,0
2012-02-03,16.4171,286475725,16.3321,16.4286,16.27,0.16280000000000072,1
2012-02-06,16.5704,248902456,16.3707,16.6064,16.3643,0.153299999999998,1
2012-02-07,16.7439,315766514,16.6161,16.7768,16.5922,0.17350000000000065,1
2012-02-08,17.0243,406785237,16.8036,17.0282,16.775,0.2804000000000002,1
2012-02-09,17.6132,881667287,17.17,17.7411,17.1629,0.5888999999999989,1
2012-02-10,17.6221,630348068,17.5343,17.7721,17.4482,0.008900000000000574,1
2012-02-13,17.95,515881874,17.8404,17.9939,17.7532,0.32789999999999964,1
2012-02-14,18.195,459855296,18.0236,18.1986,17.9286,0.245000000000001,1
2012-02-15,17.7739,1498070521,18.3664,18.7961,17.7461,-0.42109999999999914,0
2012-02-16,17.9361,943221903,17.5536,18.0318,17.3796,0.16219999999999857,1
2012-02-17,17.9329,534664826,17.9682,18.1347,17.8679,-0.0031999999999996476,0
2012-02-21,18.3875,601649759,18.1029,18.3875,18.0043,0.4545999999999992,1
2012-02-22,18.3229,482256127,18.3243,18.4104,18.1811,-0.06459999999999866,0
2012-02-23,18.4425,566887493,18.3957,18.4939,18.1964,0.11959999999999837,1
2012-02-24,18.6575,414861834,18.5597,18.675,18.5229,0.21499999999999986,1
2012-02-27,18.7772,545829542,18.6182,18.875,18.4386,0.1197000000000017,1
2012-02-28,19.1218,597737881,18.8557,19.1218,18.7804,0.3445999999999998,1
2012-02-29,19.3729,949794900,19.3414,19.5575,19.1322,0.251100000000001,1
2012-03-01,19.4454,682254447,19.5775,19.5789,19.2418,0.07249999999999801,1
2012-03-02,19.4707,430177268,19.4372,19.5286,19.3757,0.025300000000001432,1
2012-03-05,19.0414,807188157,19.4793,19.5529,18.7857,-0.42930000000000135,0
2012-03-06,18.9379,808844636,18.7022,19.0604,18.4365,-0.10350000000000037,0
2012-03-07,18.9532,795859082,19.1714,19.2064,18.6893,0.01529999999999987,1
2012-03-08,19.3568,514675354,19.0961,19.3925,19.0043,0.40360000000000085,1
2012-03-09,19.4704,418240313,19.4361,19.5622,19.3968,0.1136000000000017,1
2012-03-12,19.7143,404003718,19.6065,19.7143,19.5357,0.2439,1
2012-03-13,20.2893,688693885,19.9122,20.2922,19.8482,0.5749999999999993,1
2012-03-14,21.0564,1414395634,20.6447,21.24,20.55,0.7670999999999992,1
2012-03-15,20.9129,1157986297,21.4147,21.4289,20.6625,-0.14349999999999952,0
2012-03-16,20.9132,824305390,20.8829,21.0429,20.6429,0.0002999999999993008,1
2012-03-19,21.4679,897742641,21.3704,21.4918,21.0375,0.5547000000000004,1
2012-03-20,21.6414,813989354,21.4111,21.675,20.7857,0.17350000000000065,1
2012-03-21,21.5179,641788023,21.5264,21.7732,21.4789,-0.12349999999999994,0
2012-03-22,21.405,623469311,21.3493,21.5893,21.2689,-0.11289999999999978,0
2012-03-23,21.2875,429611948,21.4461,21.4929,21.2286,-0.11749999999999972,0
2012-03-26,21.6779,594875722,21.4211,21.6839,21.2593,0.39039999999999964,1
2012-03-27,21.9457,605414078,21.6493,22.01,21.645,0.2677999999999976,1
2012-03-28,22.0579,654668858,22.085,22.1947,21.7968,0.11220000000000141,1
2012-03-29,21.7807,604446398,21.885,22.02,21.6868,-0.27720000000000056,0
2012-03-30,21.4125,728269069,21.7418,21.8057,21.355,-0.3681999999999981,0
2012-04-02,22.0939,596365041,21.4939,22.0989,21.4422,0.6814,1
2012-04-03,22.4757,832470187,22.4036,22.5789,22.2325,0.38179999999999836,1
2012-04-04,22.2968,571921331,22.2982,22.3522,22.0357,-0.17889999999999873,0
2012-04-05,22.6314,639989864,22.3922,22.6664,22.2643,0.33459999999999823,1
2012-04-09,22.7225,596210202,22.3618,22.8514,22.3322,0.09110000000000085,1
2012-04-10,22.4443,887636325,22.8547,23.0,22.3572,-0.2782000000000018,0
2012-04-11,22.3643,695376082,22.7214,22.7454,22.2622,-0.0799999999999983,0
2012-04-12,22.2418,612754555,22.3214,22.5475,22.1607,-0.12249999999999872,0
2012-04-13,21.6154,858559737,22.2897,22.3107,21.5539,-0.6264000000000003,0
2012-04-16,20.7189,1049423900,21.7879,21.7957,20.6518,-0.8964999999999996,0
2012-04-17,21.775,1021313871,20.6764,21.7857,20.4254,1.0560999999999972,1
2012-04-18,21.7264,953108979,21.9186,22.1518,21.5254,-0.04859999999999687,0
2012-04-19,20.98,833211347,21.4364,21.5976,20.8757,-0.7464000000000013,0
2012-04-20,20.4636,1029922748,21.1207,21.2364,20.3722,-0.5164000000000009,0
2012-04-23,20.4179,965592494,20.3789,20.5954,19.8793,-0.045700000000000074,0
2012-04-24,20.01,1054208258,20.0932,20.2747,19.8214,-0.40789999999999793,0
2012-04-25,21.7857,903449319,21.987,22.0714,21.6429,1.775699999999997,1
2012-04-26,21.7036,534354866,21.9382,21.9532,21.5047,-0.08209999999999695,0
2012-04-27,21.5357,406135358,21.6097,21.6493,21.4464,-0.16790000000000305,0
2012-04-30,20.8564,505286398,21.35,21.3714,20.8214,-0.6792999999999978,0
2012-05-01,20.7904,609968276,20.8893,21.3129,20.7582,-0.06599999999999895,0
2012-05-02,20.9279,427000949,20.7229,20.9786,20.6736,0.1374999999999993,1
2012-05-03,20.7793,389522404,21.0893,21.1214,20.725,-0.14860000000000184,0
2012-05-04,20.1875,529217708,20.61,20.6557,20.1847,-0.5917999999999992,0
2012-05-07,20.3386,459837936,20.0536,20.4561,20.0439,0.15109999999999957,1
2012-05-08,20.2922,496321081,20.3422,20.4107,19.9547,-0.04639999999999844,0
2012-05-09,20.3279,480090888,20.1322,20.4992,20.0304,0.03569999999999851,1
2012-05-10,20.3757,332105347,20.5207,20.5672,20.3015,0.04779999999999873,1
2012-05-11,20.2397,398614001,20.1786,20.5168,20.1554,-0.13599999999999923,0
2012-05-14,19.9364,351901339,20.0918,20.2682,19.9143,-0.3033000000000001,0
2012-05-15,19.7561,475437850,20.0518,20.115,19.7054,-0.18029999999999902,0
2012-05-16,19.5027,559658736,19.7875,19.8889,19.3229,-0.2533999999999992,0
2012-05-17,18.9329,714412154,19.4754,19.5536,18.9329,-0.5698000000000008,0
2012-05-18,18.9422,731092868,19.07,19.4075,18.6493,0.009299999999999642,1
2012-05-21,20.0457,628999588,19.0893,20.055,19.0732,1.1035000000000004,1
2012-05-22,19.8918,693670603,20.3411,20.4957,19.735,-0.15390000000000015,0
2012-05-23,20.3772,582376247,19.9107,20.4572,19.7582,0.4853999999999985,1
2012-05-24,20.19,495424242,20.5668,20.5893,20.0439,-0.18719999999999715,0
2012-05-25,20.0818,327832269,20.1639,20.2089,19.9454,-0.10820000000000007,0
2012-05-29,20.4382,379892648,20.3893,20.5,20.1897,0.35639999999999716,1
2012-05-30,20.6847,528752908,20.3286,20.7139,20.2343,0.24650000000000105,1
2012-05-31,20.6332,491269043,20.7407,20.7679,20.4093,-0.05150000000000077,0
2012-06-01,20.0354,520322392,20.3272,20.4518,20.0186,-0.5977999999999994,0
2012-06-04,20.1532,555967498,20.0536,20.2679,19.5893,0.11779999999999902,1
2012-06-05,20.1011,387777445,20.0454,20.2311,19.9404,-0.05209999999999937,0
2012-06-06,20.4093,400542920,20.2775,20.4947,20.1964,0.3082000000000029,1
2012-06-07,20.4186,379666968,20.6175,20.6186,20.375,0.009299999999999642,1
2012-06-08,20.7257,346351741,20.4143,20.7352,20.3214,0.3070999999999984,1
2012-06-11,20.3989,590422884,20.99,21.0179,20.3797,-0.32679999999999865,0
2012-06-12,20.5772,435138586,20.5164,20.5936,20.2393,0.17830000000000013,1
2012-06-13,20.4343,293519963,20.5186,20.66,20.3707,-0.14290000000000092,0
2012-06-14,20.4118,345303702,20.4014,20.4822,20.2593,-0.022500000000000853,0
2012-06-15,20.5047,334385946,20.3929,20.5222,20.3411,0.0929000000000002,1
2012-06-18,20.9207,439690544,20.3914,20.9961,20.3704,0.41600000000000037,1
2012-06-19,20.9789,360956256,20.8357,21.0714,20.825,0.05819999999999936,1
2012-06-20,20.9193,358825176,21.0075,21.0447,20.7429,-0.05959999999999965,0
2012-06-21,20.6311,326047550,20.9086,21.0079,20.6229,-0.2881999999999998,0
2012-06-22,20.7893,283167807,20.68,20.7925,20.5507,0.15820000000000078,1
2012-06-25,20.3845,303851958,20.6179,20.7072,20.3704,-0.4048000000000016,0
2012-06-26,20.4295,276499693,20.4047,20.5175,20.2618,0.045000000000001705,1
2012-06-27,20.5179,202948315,20.5357,20.5979,20.4257,0.08840000000000003,1
2012-06-28,20.3232,282288047,20.4168,20.5,20.2004,-0.19470000000000098,0
2012-06-29,20.8572,420527352,20.6429,20.8572,20.5089,0.5339999999999989,1
2012-07-02,21.1614,399227480,20.8832,21.1954,20.8429,0.3042000000000016,1
2012-07-03,21.4075,241712563,21.2457,21.4286,21.2143,0.24609999999999843,1
2012-07-05,21.7836,483913726,21.4486,21.9407,21.4161,0.376100000000001,1
2012-07-06,21.6386,418772312,21.6818,21.73,21.485,-0.14499999999999957,0
2012-07-09,21.9247,378806808,21.6179,21.925,21.5754,0.28610000000000113,1
2012-07-10,21.7218,511054396,22.0704,22.1382,21.6182,-0.20289999999999964,0
2012-07-11,21.5868,468274333,21.6472,21.7022,21.3293,-0.13500000000000156,0
2012-07-12,21.3893,427493469,21.4372,21.5525,21.1672,-0.19750000000000156,0
2012-07-13,21.6061,311310315,21.5339,21.6854,21.4286,0.21680000000000277,1
2012-07-16,21.6754,301055040,21.6114,21.8436,21.6079,0.06929999999999836,1
2012-07-17,21.6764,293514923,21.8139,21.8393,21.5411,0.0010000000000012221,1
2012-07-18,21.6522,250741860,21.6639,21.7264,21.5557,-0.024200000000000443,0
2012-07-19,21.94,435927346,21.8314,21.9768,21.6429,0.2878000000000007,1
2012-07-20,21.5822,396908521,21.8939,21.9443,21.5607,-0.357800000000001,0
2012-07-23,21.5654,486568405,21.2286,21.6393,20.9897,-0.016799999999999926,0
2012-07-24,21.4614,549406260,21.6922,21.7743,21.3754,-0.1039999999999992,0
2012-07-25,20.5347,876845409,20.5164,20.7429,20.3572,-0.9267000000000003,0
2012-07-26,20.5314,406443917,20.7057,20.7286,20.37,-0.0032999999999994145,0
2012-07-27,20.8986,403826198,20.5361,20.9225,20.4139,0.36719999999999686,1
2012-07-30,21.2511,378507209,21.1043,21.4086,20.9936,0.3525000000000027,1
2012-07-31,21.8129,461491895,21.5439,21.8464,21.5257,0.5617999999999981,1
2012-08-01,21.6718,384010606,21.9966,22.0143,21.5357,-0.141099999999998,0
2012-08-02,21.7068,332093307,21.53,21.8104,21.4375,0.03500000000000014,1
2012-08-03,21.9893,344332942,21.9154,22.0707,21.8414,0.28249999999999886,1
2012-08-06,22.2339,301952719,22.0461,22.3167,21.9736,0.24459999999999837,1
2012-08-07,22.1755,290235284,22.2418,22.3214,22.0729,-0.0583999999999989,0
2012-08-08,22.1379,243882814,22.1211,22.2814,22.0393,-0.03760000000000119,0
2012-08-09,22.1689,220327180,22.0661,22.2047,22.0643,0.03100000000000236,1
2012-08-10,22.2036,194906354,22.0968,22.2057,22.0964,0.03470000000000084,1
2012-08-13,22.5,278248013,22.2639,22.5,22.2589,0.29639999999999844,1
2012-08-14,22.5604,339756064,22.5668,22.8075,22.5075,0.06040000000000134,1
2012-08-15,22.5297,257229121,22.5464,22.6429,22.4197,-0.030700000000003058,0
2012-08-16,22.7264,254405294,22.5432,22.7414,22.5179,0.19670000000000343,1
2012-08-17,23.1468,441829183,22.8572,23.1497,22.8147,0.4203999999999972,1
2012-08-20,23.7554,611969715,23.2147,23.7554,23.2107,0.6086000000000027,1
2012-08-21,23.4308,811169756,23.9579,24.1029,23.2261,-0.3246000000000002,0
2012-08-22,23.8882,563600295,23.3722,23.8929,23.1468,0.4573999999999998,1
2012-08-23,23.6654,419420792,23.7897,23.925,23.6125,-0.22279999999999944,0
2012-08-24,23.6865,428296229,23.5539,23.91,23.4125,0.02109999999999701,1
2012-08-27,24.1314,426302909,24.2854,24.3168,24.055,0.4449000000000005,1
2012-08-28,24.1,266836197,24.1063,24.1464,23.9526,-0.031399999999997874,0
2012-08-29,24.0524,202178063,24.1161,24.2025,24.0214,-0.04760000000000275,0
2012-08-30,23.7096,302056879,23.9514,23.9841,23.6733,-0.34280000000000044,0
2012-08-31,23.7586,337853745,23.8304,23.8786,23.4732,0.04900000000000304,1
2012-09-04,24.1061,367219853,23.7772,24.1122,23.7322,0.34750000000000014,1
2012-09-05,23.9368,335799106,24.1275,24.1554,23.9143,-0.16929999999999978,0
2012-09-06,24.1525,390955724,24.0418,24.2247,23.9572,0.21569999999999823,1
2012-09-07,24.3014,328912508,24.2161,24.3743,24.1347,0.14890000000000114,1
2012-09-10,23.6693,486207486,24.3018,24.4032,23.6464,-0.6321000000000012,0
2012-09-11,23.5925,503043319,23.7539,23.9322,23.4464,-0.07679999999999865,0
2012-09-12,23.9211,710359156,23.8161,23.925,23.4286,0.328599999999998,1
2012-09-13,24.3922,597047961,24.1918,24.4822,24.0989,0.47109999999999985,1
2012-09-14,24.6886,599508880,24.6413,24.8922,24.5675,0.296400000000002,1
2012-09-17,24.9922,395673162,24.9768,24.9929,24.8075,0.3035999999999994,1
2012-09-18,25.0682,372557211,24.9957,25.0832,24.8722,0.07600000000000051,1
2012-09-19,25.075,326302629,25.0093,25.1425,24.9847,0.006799999999998363,1
2012-09-20,24.9536,335799106,24.97,25.0022,24.7722,-0.12139999999999773,0
2012-09-21,25.0034,570330652,25.0861,25.1811,24.9772,0.049799999999997624,1
2012-09-24,24.6711,637743425,24.5307,24.8257,24.3929,-0.33230000000000004,0
2012-09-25,24.055,517506153,24.5807,24.7422,24.0357,-0.6160999999999994,0
2012-09-26,23.7564,576353169,23.8836,24.0247,23.6143,-0.2986000000000004,0
2012-09-27,24.3329,592149643,23.7247,24.3632,23.5839,0.5764999999999993,1
2012-09-28,23.8252,534277586,24.2411,24.3254,23.8125,-0.5076999999999998,0
2012-10-01,23.5497,542777543,23.97,24.1697,23.4464,-0.2754999999999974,0
